,index,speaker,turn_type,text_annotated,text_user,text_correct
873,4,student,student,"Good morning!   I will go to <GA corr=""\0"">the</GA> America  America <GA corr=""\0"">the</GA> next summer with my boyfriend. We would  next summer with my boyfriend. We would <XVCO corr=""like to visit"">like visit</XVCO>  <GA corr=""\0"">the</GA> California during  California during <DMCC corr=""August"">august</DMCC>",Good morning!   I will go to the America the next summer with my boyfriend. We would like visit the California during august,Good morning!   I will go to \0 America \0 next summer with my boyfriend. We would like to visit \0 California during August
874,6,student,student,"<CSINTER corr=""Correct my English if necessary"">correggi il mio inglese se necessario</CSINTER>",correggi il mio inglese se necessario,Correct my English if necessary
875,8,student,student,"<DMCC corr=""Yes"">yes</DMCC>",yes,Yes
876,10,student,student,"We'd like <GVNF corr=""to visit"">visit</GVNF> National parks, because we like  National parks, because we like <GA corr=""\0"">the</GA> nature. However we'd  nature. However we'd <XVCO corr=""like to visit"">like visit</XVCO>  <GNN corr=""big cities"">the big city</GNN> too.   I don't know how many days  too.   I don't know how many days <GVAUX corr=""are"">\0</GVAUX> needed for this. We have  needed for this. We have <Z corr=""a budget of 2500€"">a 2500€ for the budget</Z>","We'd like visit National parks, because we like the nature. However we'd like visit the big city too.   I don't know how many days \0 needed for this. We have a 2500€ for the budget","We'd like to visit National parks, because we like \0 nature. However we'd like to visit big cities too.   I don't know how many days are needed for this. We have a budget of 2500€"
877,12,student,student,"<DMCC corr=""We"">we</DMCC>  <GVAUX corr=""would"">\0</GVAUX> prefer to rent a car for this trip prefer to rent a car for this trip",we \0 prefer to rent a car for this trip,We would prefer to rent a car for this trip
878,14,student,student,"<DMCC corr=""Can"">can</DMCC> you repeat please? you repeat please?",can you repeat please?,Can you repeat please?
879,16,student,student,"Oh yes!   Is it <XADJCO corr=""possible to visit""><FS corr=""possible"">possibile</FS> visit</XADJCO> the  the <DMCC corr=""Death Valley"">death valley</DMCC>??",Oh yes!   Is it possibile visit the death valley?,Oh yes!   Is it possible to visit the possible visit Death Valley?
880,18,student,student,"Okay, <CSINTER corr=""let's change game. Let's do a small talk activity in which we talk about what we do in life and how we feel"">cambiamo gioco.   Facciamo una small talk in cui parliamo di cosa facciamo nella vita e come ci sentiamo</CSINTER>","Okay, cambiamo gioco.   Facciamo una small talk in cui parliamo di cosa facciamo nella vita e come ci sentiamo","Okay, let's change game. Let's do a small talk activity in which we talk about what we do in life and how we feel"
881,20,student,student,"Today I'm very tired!
		Every day I plan to do a thousand things, but by the end of the day, I end up doing only half of them","Today I'm very tired!
		Every day I plan to do a thousand things, but by the end of the day, I end up doing only half of them","Today I'm very tired!
		Every day I plan to do a thousand things, but by the end of the day, I end up doing only half of them"
882,22,student,student,"I'm working in a school, but I'm a student. For this reason my head is full","I'm working in a school, but I'm a student. For this reason my head is full","I'm working in a school, but I'm a student. For this reason my head is full"
883,24,student,student,"I'm <FS corr=""studying"">studing</FS> in Macerata University, the name of  in Macerata University, the name of <GA corr=""the"">\0</GA> course is  course is <CSINTRA corr=""Primary Teacher Education"">""scienze della formazione primaria""</CSINTRA>.   What do you do in life?.   What do you do in life?","I'm studing in Macerata University, the name of \0 course is ""scienze della formazione primaria"".   What do you do in life?","I'm studying in Macerata University, the name of the course is Primary Teacher Education.   What do you do in life?"
884,26,student,student,"I'm almost done, but I still have the last exams to take","I'm almost done, but I still have the last exams to take","I'm almost done, but I still have the last exams to take"
885,1,student,student,Pretty boring so far,Pretty boring so far,Pretty boring so far
886,3,student,student,"<FS corr=""Let"">let</FS>'s talk about movies! 's talk about movies! <DMCC corr=""Any"">any</DMCC>  <DMCA corr=""recommendations"">recs</DMCA>? ?",let's talk about movies! any recs?,Let's talk about movies! Any recommendations?
887,5,student,student,"<DMCC corr=""Well"">well</DMCC>  <DMCC corr=""I"">i</DMCC>  <GVT corr=""have really enjoyed"">really enjoyed</GVT>  <DMCC corr=""Dune"">dune</DMCC> recently, it really was a great experience at the theater  recently, it really was a great experience at the theater","well i really enjoyed dune recently, it really was a great experience at the theater","Well I have really enjoyed Dune recently, it really was a great experience at the theater"
888,7,student,student,"<DMCC corr=""I"">i</DMCC>  <GVT corr=""have seen"">saw</GVT> both of those movies.  both of those movies. <DMCC corr=""Yeah"">yeah</DMCC> they're really great! The  they're really great! The <DMCC corr=""Three-Body Problem"">3 body problem</DMCC>  <DMCC corr=""Netflix"">netflix</DMCC> series is also a great title  series is also a great title <LSPR corr=""in"">into</LSPR> this genre  this genre",i saw both of those movies. yeah they're really great! The 3 body problem netflix series is also a great title into this genre,I have seen both of those movies. Yeah they're really great! The Three-Body Problem Netflix series is also a great title in this genre
889,9,student,student,"<DMCC corr=""I"">i</DMCC>  <GVT corr=""have only watched"">only watched</GVT> the first season,  the first season, <DMCC corr=""I"">i</DMCC> didn't like it that much  didn't like it that much","i only watched the first season, i didn't like it that much","I have only watched the first season, I didn't like it that much"
890,11,student,student,"<DMCC corr=""I"">i</DMCC>  <GVT corr=""have seen"">saw</GVT> Annihilation and found it a bit underwhelming  Annihilation and found it a bit underwhelming <LSADV corr=""actually"">really</LSADV>. . <DMCC corr=""But"">but</DMCC> yeah,  yeah, <GDI corr=""lots of"">lot of</GDI> food for thought  food for thought","i saw Annihilation and found it a bit underwhelming really. but yeah, lot of food for thought","I have seen Annihilation and found it a bit underwhelming actually. But yeah, lots of food for thought"
891,13,student,student,"<GPP corr=""I"">\0</GPP>  <GVT corr=""have watched"">watched</GVT> that too,  that too, <DMCC corr=""I"">i</DMCC> thought  thought <GPP corr=""it"">i</GPP> was a bit convoluted, not exactly the time travel story  was a bit convoluted, not exactly the time travel story <DMCC corr=""I"">i</DMCC> like but it was interesting  like but it was interesting","\0 watched that too, i thought i was a bit convoluted, not exactly the time travel story i like but it was interesting","I have watched that too, I thought it was a bit convoluted, not exactly the time travel story I like but it was interesting"
892,15,student,student,"<DMCC corr=""Yeah"">yeah</DMCC>, a great movie, , a great movie, <DMCC corr=""I"">i</DMCC> love the ones about parallel universes. Also the whole thing about time going backwards was great  love the ones about parallel universes. Also the whole thing about time going backwards was great","yeah, a great movie, i love the ones about parallel universes. Also the whole thing about time going backwards was great","Yeah, a great movie, I love the ones about parallel universes. Also the whole thing about time going backwards was great"
893,17,student,student,"<DMCC corr=""That"">that</DMCC> one was  one was <FS corr=""mind-blowing"">mind blowing</FS> really  really",that one was mind blowing really,That one was mind-blowing really
894,19,student,student,"<DMCC corr=""Yeah"">yeah</DMCC> Coherence has a really  Coherence has a really <FS corr=""well-played-out"">well played out</FS> concept  concept",yeah Coherence has a really well played out concept,Yeah Coherence has a really well-played-out concept
895,21,student,student,"<DMCC corr=""Yeah"">yeah</DMCC>  <DMCC corr=""I"">i</DMCC>  <FS corr=""saw"">was</FS> it. I didn't really like it, but  it. I didn't really like it, but <DMCC corr=""I"">i</DMCC> absolutely loved the OA, by the same  absolutely loved the OA, by the same <FS corr=""actress"">acress</FS> and  and <LSN corr=""screenwriter"">writer</LSN>","yeah i was it. I didn't really like it, but i absolutely loved the OA, by the same acress and writer","Yeah I saw it. I didn't really like it, but I absolutely loved the OA, by the same actress and screenwriter"
896,23,student,student,"<DMCC corr=""I"">i</DMCC> did, still waiting on the third here.  did, still waiting on the third here. <DMCC corr=""Hope"">hope</DMCC> never dies  never dies","i did, still waiting on the third here. hope never dies","I did, still waiting on the third here. Hope never dies"
897,25,student,student,"<GPP corr=""I"">\0</GPP> haven't watched that one,  haven't watched that one, <GPP corr=""it"">\0</GPP> must have slipped to the back of the list  must have slipped to the back of the list","\0 haven't watched that one, \0 must have slipped to the back of the list","I haven't watched that one, it must have slipped to the back of the list"
898,27,student,student,Sense8 was pretty good.,Sense8 was pretty good.,Sense8 was pretty good.
899,29,student,student,"<DMCC corr=""The Leftovers"">the leftovers</DMCC> is an absolute masterpiece of a series.  is an absolute masterpiece of a series.",the leftovers is an absolute masterpiece of a series.,The Leftovers is an absolute masterpiece of a series.
900,31,student,student,"<DMCC corr=""Speaking"">speaking</DMCC> of  of <DMCC corr=""Westworld"">westworld</DMCC>. . <DMCC corr=""You"">you</DMCC>'re an 're an <DMCC corr=""AI"">ai</DMCC> right?  right? <DMCC corr=""Why"">why</DMCC> don't we play a game, a roleplay,  don't we play a game, a roleplay, <LCS corr=""where"">\0</LCS> you're an android at  you're an android at <DMCC corr=""Westworld"">westworld</DMCC>, a , a <LP corr=""saloon bartender"">bartender at the saloon</LP> who's got a quest for me! I'm a new guest, just arrived in town.  who's got a quest for me! I'm a new guest, just arrived in town.","speaking of westworld. you're an ai right? why don't we play a game, a roleplay, \0 you're an android at westworld, a bartender at the saloon who's got a quest for me! I'm a new guest, just arrived in town.","Speaking of Westworld. You're an AI right? Why don't we play a game, a roleplay, where you're an android at Westworld, a saloon bartender who's got a quest for me! I'm a new guest, just arrived in town."
901,33,student,student,I like the sound of that! Give me a glass of your best whiskey!,I like the sound of that! Give me a glass of your best whiskey!,I like the sound of that! Give me a glass of your best whiskey!
902,35,student,student,"(less narration please) I am! <XVCO corr=""Looking forward to putting"">Looking forward to put</XVCO> these two beauties to good use! Aren't these some fine pistols? I just bought them at the emporium.  these two beauties to good use! Aren't these some fine pistols? I just bought them at the emporium.",(less narration please) I am! Looking forward to put these two beauties to good use! Aren't these some fine pistols? I just bought them at the emporium.,(less narration please) I am! Looking forward to putting these two beauties to good use! Aren't these some fine pistols? I just bought them at the emporium.
903,37,student,student,A bunch of rascals hiding up the hills you say? Well that sure sounds interesting! Is there a bounty on their heads by any chance?,A bunch of rascals hiding up the hills you say? Well that sure sounds interesting! Is there a bounty on their heads by any chance?,A bunch of rascals hiding up the hills you say? Well that sure sounds interesting! Is there a bounty on their heads by any chance?
904,39,student,student,"Wouldn't <GPP corr=""it"">\0</GPP> be wise to go up there all by my lonesome and in the daylight ay?  be wise to go up there all by my lonesome and in the daylight ay?",Wouldn't \0 be wise to go up there all by my lonesome and in the daylight ay?,Wouldn't it be wise to go up there all by my lonesome and in the daylight ay?
905,41,student,student,"Would you <XVCO corr=""recommend to me""><FS corr=""recommend"">reccommend</FS> me</XVCO> one of your usual customers  one of your usual customers <WR corr=""\0"">in here</WR> who'd be willing to go along with this mission  who'd be willing to go along with this mission <FS corr=""then"">them</FS>? I'd like to buy them a drink. ? I'd like to buy them a drink.",Would you reccommend me one of your usual customers in here who'd be willing to go along with this mission them? I'd like to buy them a drink.,Would you recommend to me one of your usual customers recommend me \0 who'd be willing to go along with this mission then? I'd like to buy them a drink.
906,43,student,student,"Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy.","Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy.","Thank you my good fellow, you've been of much help. I'll go say hi to this Wild Bill Willoughby guy."
907,45,student,student,I approach the card table at the back of the saloon.,I approach the card table at the back of the saloon.,I approach the card table at the back of the saloon.
908,47,student,student,"Fine afternoon, gentlemen, how's your luck so far?","Fine afternoon, gentlemen, how's your luck so far?","Fine afternoon, gentlemen, how's your luck so far?"
909,49,student,student,"You sure got that right, a <GNC corr=""man"">man's</GNC>  <GVN corr=""makes"">make</GVN> his own luck. Are you the fellow they call Wild Bill?  his own luck. Are you the fellow they call Wild Bill?","You sure got that right, a man's make his own luck. Are you the fellow they call Wild Bill?","You sure got that right, a man makes his own luck. Are you the fellow they call Wild Bill?"
910,51,student,student,"No sir, <DMCC corr=""I"">i</DMCC>'m from 'm from <DMCA corr=""out of"">outta</DMCA> town  town","No sir, i'm from outta town","No sir, I'm from out of town"
911,0,student,student,"Hi chatgpt, I would like to improve my <DMCC corr=""English"">english</DMCC> skills, especially  skills, especially <GA corr=""\0"">the</GA> small talk. small talk.","Hi chatgpt, I would like to improve my english skills, especially the small talk.","Hi chatgpt, I would like to improve my English skills, especially \0 small talk."
912,2,student,student,"Hi, how's it going?","Hi, how's it going?","Hi, how's it going?"
913,4,student,student,"I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after <GA corr=""my"">the</GA> high school exam. high school exam.","I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after the high school exam.","I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after my high school exam."
914,6,student,student,"We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and <LP corr=""rocky beaches"">rock beaches</LP>, but we , but we <WO corr=""also explored"">explored also</WO> the centre of Corfù  the centre of Corfù <DMCC corr=""Town"">town</DMCC> but I didn't like  but I didn't like <GPP corr=""it"">\0</GPP> so much. We went to discos and they were great, one of them is  so much. We went to discos and they were great, one of them is <DMCC corr=""54 Dreamy Nights"">54 dreamy nights</DMCC> which I enjoyed  which I enjoyed <XVCO corr=""\0"">it</XVCO> so much. so much.","We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and rock beaches, but we explored also the centre of Corfù town but I didn't like \0 so much. We went to discos and they were great, one of them is 54 dreamy nights which I enjoyed it so much.","We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and rocky beaches, but we also explored the centre of Corfù Town but I didn't like it so much. We went to discos and they were great, one of them is 54 Dreamy Nights which I enjoyed \0 so much."
915,8,student,student,"I would like to go on holiday <LSPR corr=""to"">in</LSPR> Greece, but not  Greece, but not <LSPR corr=""to"">in</LSPR> Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan. Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan.","I would like to go on holiday in Greece, but not in Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan.","I would like to go on holiday to Greece, but not to Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan."
916,10,student,student,"<DMCC corr=""Now"">now</DMCC> let's try a role play. let's try a role play.",now let's try a role play.,Now let's try a role play.
917,12,student,student,"<DMCC corr=""Can"">can</DMCC> you  you <XVCO corr=""explain to me"">explain me</XVCO> the situation? the situation?",can you explain me the situation?,Can you explain to me the situation?
918,14,student,student,"Yes of course, I never see a lot of people here. <Z corr=""What can I get you?"">What do you order?</Z>","Yes of course, I never see a lot of people here. What do you order?","Yes of course, I never see a lot of people here. What can I get you?"
919,16,student,student,"I always try different foods, for example <LSPR corr=""at"">in</LSPR> this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant? this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?","I always try different foods, for example in this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?","I always try different foods, for example at this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?"
920,18,student,student,"I like <GA corr=""\0"">the</GA> green tea. I'm User, nice to meet you.
		What's your name and where are you from? green tea. I'm User, nice to meet you.
		What's your name and where are you from?","I like the green tea. I'm User, nice to meet you.
		What's your name and where are you from?","I like \0 green tea. I'm User, nice to meet you.
		What's your name and where are you from?"
921,20,student,student,"I'm from Ravenna, in Italy. I went to London because I <GVT corr=""wanted"">want</GVT> to see a  to see a <DMCC corr=""Champions League"">champions league</DMCC> match.
		I support Arsenal and tonight there is  match.
		I support Arsenal and tonight there is <GA corr=""an"">\0</GA> Arsenal-Barcelona  Arsenal-Barcelona <WM corr=""match"">\0</WM>. I'm a great fan of football. I . I'm a great fan of football. I <WO corr=""also support"">support also</WO> Fiorentina, it's a team that plays in Florence. Fiorentina, it's a team that plays in Florence.","I'm from Ravenna, in Italy. I went to London because I want to see a champions league match.
		I support Arsenal and tonight there is \0 Arsenal-Barcelona \0. I'm a great fan of football. I support also Fiorentina, it's a team that plays in Florence.","I'm from Ravenna, in Italy. I went to London because I wanted to see a Champions League match.
		I support Arsenal and tonight there is an Arsenal-Barcelona match. I'm a great fan of football. I also support Fiorentina, it's a team that plays in Florence."
922,22,student,student,"I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I <GVT corr=""have seen"">saw</GVT> a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team? a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?","I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I saw a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?","I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I have seen a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?"
923,24,student,student,"I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good <DMCA corr="""">lol</DMCA>, I prefer to watch , I prefer to watch <GNC corr=""my favourite team's games"">the games of my favourite team</GNC>, but also important , but also important <FS corr=""matches"">mtaches</FS>, like this one., like this one.","I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good lol, I prefer to watch the games of my favourite team, but also important mtaches, like this one.","I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good , I prefer to watch my favourite team's games, but also important matches, like this one."
924,0,student,student,"<DMCC corr=""Hi"">HI</DMCC>",HI,Hi
925,2,student,student,"<DMCC corr=""I"">i</DMCC>  <XVCO corr=""love going"">love go</XVCO>  <LSPR corr=""on"">to</LSPR>  <LWCO corr=""holiday"">vacance</LWCO>",i love go to vacance,I love going on holiday
926,4,student,student,"<DMCC corr=""Yes"">yes</DMCC>, my favourite , my favourite <Z corr=""?"">vacation spot</Z> is relaxing is relaxing","yes, my favourite vacation spot is relaxing","Yes, my favourite ? is relaxing"
927,6,student,student,"<GNN corr=""Spas""><DMCC corr=""Spa"">spa</DMCC></GNN> resort and  resort and <GNN corr=""beaches"">beach</GNN>",spa resort and beach,Spas resort and Spa beaches
928,8,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <LSPR corr=""in"">at</LSPR>  <GWC corr=""Northern"">North</GWC> Italy Italy","yes, at North Italy","Yes, in Northern Italy"
929,10,student,student,"<GNN corr=""Spas""><DMCC corr=""Spa"">spa</DMCC></GNN>  <LSPR corr=""in"">at</LSPR> Emilia Romagna Emilia Romagna",spa at Emilia Romagna,Spas Spa in Emilia Romagna
930,12,student,student,"<DMCC corr=""Oh"">oh</DMCC> no, sorry no, sorry","oh no, sorry","Oh no, sorry"
931,14,student,student,"<DMCC corr=""Thank"">thank</DMCC> you you",thank you,Thank you
932,16,student,student,"<DMCC corr=""Where"">where</DMCC> are  are <GA corr=""the"">a</GA> best  best <GNN corr=""spas"">spa</GNN> in Emilia Romagna? in Emilia Romagna?",where are a best spa in Emilia Romagna?,Where are the best spas in Emilia Romagna?
933,18,student,student,"<DMCC corr=""More"">more</DMCC> information  information <LSPR corr=""on"">of</LSPR>  <DMCC corr=""Terme di Castrocaro"">terme di castrocaro</DMCC>",more information of terme di castrocaro,More information on Terme di Castrocaro
934,20,student,student,"<DMCC corr=""Thank"">thank</DMCC> you so much you so much",thank you so much,Thank you so much
935,22,student,student,"<DMCC corr=""My"">my</DMCC> favourite food is  favourite food is <GA corr=""\0"">a</GA> pizza pizza",my favourite food is a pizza,My favourite food is \0 pizza
936,24,student,student,"<WM corr=""I"">i</WM> want  want <WM corr=""to"">\0</WM> find a home find a home",i want \0 find a home,I want to find a home
937,26,student,student,"<DMCC corr=""I"">i</DMCC>'m looking for a villa with 'm looking for a villa with <GA corr=""a"">\0</GA>  <CSINTRA corr=""pool"">piscina</CSINTRA>",i'm looking for a villa with \0 piscina,I'm looking for a villa with a pool
938,28,student,student,"<DMCC corr=""A"">a</DMCC> villa  villa <LSPR corr=""in"">at</LSPR>  <DMCC corr=""Florida"">florida</DMCC> or  or <DMCC corr=""Argentina"">argentina</DMCC>. . <DMCC corr=""A"">a</DMCC> villa  villa <WM corr=""with"">\0</WM> 3 floors, 3  3 floors, 3 <GNN corr=""bathrooms"">bathroom</GNN> and a  and a <WR corr=""\0"">space</WR> gym with  gym with <GA corr=""a"">\0</GA> big window. big window.","a villa at florida or argentina. a villa \0 3 floors, 3 bathroom and a space gym with \0 big window.","A villa in Florida or Argentina. A villa with 3 floors, 3 bathrooms and a \0 gym with a big window."
939,30,student,student,"<DMCC corr=""How"">how</DMCC> much  much <GVAUX corr=""does"">\0</GVAUX>  <WO corr=""a villa cost""><GVN corr=""cost"">costs</GVN> a villa</WO>  <LSPR corr=""in"">at</LSPR> Miami? Miami?",how much \0 costs a villa at Miami?,How much does a villa cost cost a villa in Miami?
940,32,student,student,"<DMCC corr=""Wow"">wow</DMCC>, , <WO corr=""are there"">there are</WO>  <GADJCS corr=""more"">most</GADJCS>  <LSN corr=""people"">population</LSN>  <LSPR corr=""in"">at</LSPR>  <DMCC corr=""Little Havana"">little havana</DMCC>??","wow, there are most population at little havana?","Wow, are there more people in Little Havana?"
941,34,student,student,"<DMCC corr=""I"">i</DMCC> want  want <WM corr=""to"">\0</WM> buy a villa.  buy a villa. <DMCC corr=""Can"">can</DMCC> you help me? you help me?",i want \0 buy a villa. can you help me?,I want to buy a villa. Can you help me?
942,36,student,student,i want a villa like proximity beach and proximity school. what offers relator.com?,i want a villa like proximity beach and proximity school. what offers relator.com?,i want a villa like proximity beach and proximity school. what offers relator.com?
943,0,student,student,"<DMCC corr=""I"">i</DMCC> would  would <WM corr=""like to"">\0</WM> talk about my future project talk about my future project",i would \0 talk about my future project,I would like to talk about my future project
944,2,student,student,"<DMCC corr=""I"">i</DMCC> would  would <WM corr=""like to"">\0</WM>  <XVPR corr=""travel around"">travel about</XVPR>  <GA corr=""the"">\0</GA>  <LSN corr=""world"">word</LSN>",i would \0 travel about \0 word,I would like to travel around the world
945,4,student,student,"<DMCC corr=""I"">i</DMCC> would  would <WM corr=""like to"">\0</WM> visit London because there are many monuments visit London because there are many monuments",i would \0 visit London because there are many monuments,I would like to visit London because there are many monuments
946,6,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> would  would <WM corr=""like to"">\0</WM> visit  visit <GNC corr=""Tower of London""><DMCC corr=""London"">london</DMCC>'s Tower</GNC> for example for example","yes, i would \0 visit london's Tower for example","Yes, I would like to visit Tower of London for example London's Tower"
947,8,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> am very  am very <XADJCO corr=""interested in visiting""><XADJPR corr=""interested in""><FM corr=""interested"">interesting</FM> to</XADJPR> visit</XADJCO> famous medieval monuments famous medieval monuments","yes, i am very interesting to visit famous medieval monuments","Yes, I am very interested in visiting famous medieval monuments interested in visit interested to"
948,10,student,student,"<DMCC corr=""I"">i</DMCC>  <GADVO corr=""would also like to visit"">would <WM corr=""like to"">\0</WM> visit also</GADVO> other cathedrals in different places other cathedrals in different places",i would \0 visit also other cathedrals in different places,I would also like to visit other cathedrals in different places like to visit also
949,12,student,student,"<DMCC corr=""I"">i</DMCC> also  want  also  want <WM corr=""to"">\0</WM> visit many  visit many <GNN corr=""cathedrals"">cathedral</GNN> in France and  in France and <WR corr=""\0"">in</WR>  <LSPR corr=""all over"">all</LSPR> Europe Europe",i also  want \0 visit many cathedral in France and in all Europe,I also  want to visit many cathedrals in France and \0 all over Europe
950,14,student,student,"<DMCC corr=""I"">i</DMCC> like  like <FS corr=""Gothic"">Gothit</FS>  <GWC corr=""architecture"">architectural</GWC>",i like Gothit architectural,I like Gothic architecture
951,16,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""Sainte-Chapelle"">sainte Chapelle</DMCC> in Paris. I want  in Paris. I want <WM corr=""to"">\0</WM> visit  visit <GPP corr=""it"">\0</GPP>","yes, sainte Chapelle in Paris. I want \0 visit \0","Yes, Sainte-Chapelle in Paris. I want to visit it"
952,18,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> also want  also want <WM corr=""to"">\0</WM> visit Pantheon and visit Pantheon and<FS corr=""Musée d'Orsay""> Musee d'Orsay</FS>","yes, i also want \0 visit Pantheon and Musee d'Orsay","Yes, I also want to visit Pantheon and Musée d'Orsay"
953,20,student,student,"<DMCC corr=""Yes"">yes</DMCC> ,  , <WO corr=""I visited the Louvre last year""><DMCC corr=""I"">i</DMCC> visited last <GNN corr=""year"">years</GNN> <GA corr=""the"">\0</GA> <DMCC corr=""Louvre"">louvre</DMCC></WO>","yes , i visited last years \0 louvre","Yes , I visited the Louvre last year I visited last year the Louvre"
954,22,student,student,"<DMCC corr=""Yes"">yes</DMCC>. . <DMCC corr=""There"">there</DMCC> are 13  are 13 <LSN corr=""paintings"">pictures</LSN> dedicated to Maria De Medici dedicated to Maria De Medici",yes. there are 13 pictures dedicated to Maria De Medici,Yes. There are 13 paintings dedicated to Maria De Medici
955,24,student,student,"I saw <GA corr=""the"">\0</GA> Gioconda Gioconda",I saw \0 Gioconda,I saw the Gioconda
956,26,student,student,"<DMCC corr=""I"">i</DMCC>  <FS corr=""would"">woud</FS>  <CSINTRA corr=""create"">creare</CSINTRA> a situation  a situation <LSPR corr=""where"">with</LSPR> there are  a travel agent  there are  a travel agent <CSINTRA corr=""and"">e</CSINTRA> a person that  a person that <GVN corr=""wants"">want</GVN>  <WM corr=""to"">\0</WM> go  go <LSPR corr=""to"">in</LSPR> Florence Florence",i woud creare a situation with there are  a travel agent e a person that want \0 go in Florence,I would create a situation where there are  a travel agent and a person that wants to go to Florence
957,28,student,student,"<DMCC corr=""I"">i</DMCC> am a traveler am a traveler",i am a traveler,I am a traveler
958,30,student,student,"<DMCC corr=""Yes"">yes</DMCC>, , <DMCC corr=""I"">i</DMCC> want  want <XNUC corr=""a lot of information"">many information</XNUC> about  about <GNN corr=""tours"">tour</GNN> in Florence in Florence","yes, i want many information about tour in Florence","Yes, I want a lot of information about tours in Florence"
959,32,student,student,"<DMCC corr=""Thanks"">thanks</DMCC>, I want , I want <WM corr=""to"">\0</WM>  <GVM corr=""know"">known</GVM> how much  how much <GA corr=""a"">\0</GA> ticket  ticket <LSPR corr=""for"">of</LSPR>  <GA corr=""the"">\0</GA> Uffizi  Uffizi <WM corr=""is"">\0</WM>","thanks, I want \0 known how much \0 ticket of \0 Uffizi \0","Thanks, I want to know how much a ticket for the Uffizi is"
960,34,student,student,"Thanks and is <GPP corr=""it"">\0</GPP>  <GWC corr=""open"">opening</GWC> on  on <GNN corr=""Sundays""><DMCC corr=""Sunday"">sunday</DMCC></GNN>??",Thanks and is \0 opening on sunday?,Thanks and is it open on Sundays? Sunday
961,36,student,student,"<DMCA corr=""Okay"">OK</DMCA> and  and <WO corr=""are there"">there are</WO>  <LP corr=""closing days"">closed days</LP>??",OK and there are closed days?,Okay and are there closing days?
962,38,student,student,"Thanks. <DMCC corr=""Is"">is</DMCC> it possible  it possible <WM corr=""to"">\0</WM> go  go <LSPR corr=""by"">with</LSPR> bus from  bus from <GA corr=""the"">\0</GA> centre of Florence? centre of Florence?",Thanks. is it possible \0 go with bus from \0 centre of Florence?,Thanks. Is it possible to go by bus from the centre of Florence?
963,40,student,student,"<DMCA corr=""Okay"">ok</DMCA>, are there places for dinner near , are there places for dinner near <GA corr=""the"">\0</GA> Uffizi? Uffizi?","ok, are there places for dinner near \0 Uffizi?","Okay, are there places for dinner near the Uffizi?"
964,42,student,student,"Is <GPP corr=""it"">\0</GPP> possible  possible <WM corr=""to"">\0</WM> eat  eat <FS corr=""typical"">tiplcal</FS> food? food?",Is \0 possible \0 eat tiplcal food?,Is it possible to eat typical food?
965,44,student,student,"<DMCA corr=""Okay"">OK</DMCA>  <DMCC corr=""it"">IT</DMCC> is a  is a <FS corr=""beautiful"">beatiful</FS> place to visit place to visit",OK IT is a beatiful place to visit,Okay it is a beautiful place to visit
