,index,speaker,turn_type,text_an,text_og,text_ok
916,3,student,student,"<DMCC corr=""I"">i</DMCC> thought that my lesson started at 8.30, <DMCC corr=""I"">i</DMCC> woke up early but <DMCC corr=""I"">i</DMCC> lost track of time, didn't eat much for breakfast and left my house in a rush, went to the wrong uni building, then when I got to the right place <DMCC corr=""I"">i</DMCC> realized the lesson started at 10.30","i thought that my lesson started at 8.30, i woke up early but i lost track of time, didn't eat much for breakfast and left my house in a rush, went to the wrong uni building, then when I got to the right place i realized the lesson started at 10.30","I thought that my lesson started at 8.30, I woke up early but I lost track of time, didn't eat much for breakfast and left my house in a rush, went to the wrong uni building, then when I got to the right place I realized the lesson started at 10.30"
917,5,student,student,"<DMCC corr=""Thanks"">thanks</DMCC> for the good advice, I'm okay now","thanks for the good advice, I'm okay now","Thanks for the good advice, I'm okay now"
918,7,student,student,"<DMCC corr=""Yes"">yes</DMCC> I was actually <FS corr=""wondering"">wandering</FS> if you could give me advice about a guy I went on a <XNPR corr=""date with"">date on</XNPR> once",yes I was actually wandering if you could give me advice about a guy I went on a date on once,Yes I was actually wondering if you could give me advice about a guy I went on a date with once
919,9,student,student,"We met online but didn't actually talk much, <LCC corr=""besides"">beside</LCC> this he asked me out and I enjoyed the time spent together very much","We met online but didn't actually talk much, beside this he asked me out and I enjoyed the time spent together very much","We met online but didn't actually talk much, besides this he asked me out and I enjoyed the time spent together very much"
920,11,student,student,I don't know about his thoughts on the date,I don't know about his thoughts on the date,I don't know about his thoughts on the date
921,13,student,student,"I sent him a text asking if he was free today but he still <GVT corr=""hasn't answered"">didn't answer</GVT>. <DMCC corr=""But"">but</DMCC> during the date it seemed to me that we were hitting it off, the energy was nice","I sent him a text asking if he was free today but he still didn't answer. but during the date it seemed to me that we were hitting it off, the energy was nice","I sent him a text asking if he was free today but he still hasn't answered. But during the date it seemed to me that we were hitting it off, the energy was nice"
922,15,student,student,20 minutes ago more or less,20 minutes ago more or less,20 minutes ago more or less
923,17,student,student,"<DMCC corr=""That's"">that's</DMCC> great advice <QM corr="","">\0</QM> thanks a lot",that's great advice\0 thanks a lot,"That's great advice , thanks a lot"
924,19,student,student,"<DMCC corr=""Period"">period</DMCC>!",period!,Period!
925,21,student,student,"<DMCC corr=""You"">you</DMCC> are wonderful",you are wonderful,You are wonderful
926,23,student,student,"<DMCC corr=""Out"">out</DMCC> of context but would you mind helping me with a role play?",out of context but would you mind helping me with a role play?,Out of context but would you mind helping me with a role play?
927,25,student,student,"<DMCC corr=""Would"">would</DMCC> you please act as if you were a job counselor?",would you please act as if you were a job counselor?,Would you please act as if you were a job counselor?
928,27,student,student,"I'm studying political science and international relations with <DMCC corr=""China"">china</DMCC> <WM corr=""and"">\0</WM> <DMCC corr=""I"">i</DMCC> would like to know what <DMCC corr=""I"">i</DMCC> could do after I get my degree",I'm studying political science and international relations with china \0 i would like to know what i could do after I get my degree,I'm studying political science and international relations with China and I would like to know what I could do after I get my degree
929,29,student,student,"<DMCC corr=""Tell"">tell</DMCC> me more about international development consultant, I've never heard about it","tell me more about international development consultant, I've never heard about it","Tell me more about international development consultant, I've never heard about it"
930,31,student,student,"<DMCC corr=""Yes"">yes</DMCC> that definitely sounds like a stimulating job but is there something more related to arts and culture?",yes that definitely sounds like a stimulating job but is there something more related to arts and culture?,Yes that definitely sounds like a stimulating job but is there something more related to arts and culture?
931,33,student,student,"<DMCC corr=""In"">in</DMCC> what cities are these jobs more <Z corr=""in demand"">required</Z>?",in what cities are these jobs more required?,In what cities are these jobs more in demand?
932,35,student,student,"<DMCC corr=""Do"">do</DMCC> you happen to know how I could find a place to stay in <DMCC corr=""China"">china</DMCC> if <DMCC corr=""I"">i</DMCC> hypothetically get one of these jobs one day?",do you happen to know how I could find a place to stay in china if i hypothetically get one of these jobs one day?,Do you happen to know how I could find a place to stay in China if I hypothetically get one of these jobs one day?
933,37,student,student,"<DMCC corr=""What"">what</DMCC> do you think about China? It is a place that offers great job opportunities but how would you rate it socially and politically?",what do you think about China? It is a place that offers great job opportunities but how would you rate it socially and politically?,What do you think about China? It is a place that offers great job opportunities but how would you rate it socially and politically?
934,39,student,student,"<DMCC corr=""Tell"">tell</DMCC> me more about Xinjiang and Tibet",tell me more about Xinjiang and Tibet,Tell me more about Xinjiang and Tibet
935,41,student,student,"<DMCC corr=""You"">you</DMCC> are very aware of these situations. What would you do for these issues if you were someone who could have an impact?",you are very aware of these situations. What would you do for these issues if you were someone who could have an impact?,You are very aware of these situations. What would you do for these issues if you were someone who could have an impact?
936,43,student,student,"<DMCC corr=""You"">you</DMCC> were extremely kind to answer. Thanks for the support",you were extremely kind to answer. Thanks for the support,You were extremely kind to answer. Thanks for the support
937,0,student,student,"Hi chatgpt, I would like to improve my <DMCC corr=""English"">english</DMCC> skills, especially <GA corr=""\0"">the</GA> small talk.","Hi chatgpt, I would like to improve my english skills, especially the small talk.","Hi chatgpt, I would like to improve my English skills, especially \0 small talk."
938,2,student,student,"Hi, how's it going?","Hi, how's it going?","Hi, how's it going?"
939,4,student,student,"I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after <GA corr=""my"">the</GA> high school exam.","I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after the high school exam.","I'm good thanks, I would like to talk about holidays.
		This summer I went to Corfù with my friends for a week, after my high school exam."
940,6,student,student,"We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and <LP corr=""rocky beaches"">rock beaches</LP>, but we <WO corr=""also explored"">explored also</WO> the centre of Corfù <DMCC corr=""Town"">town</DMCC> but I didn't like <GPP corr=""it"">\0</GPP> so much. We went to discos and they were great, one of them is <DMCC corr=""54 Dreamy Nights"">54 dreamy nights</DMCC> which I enjoyed <XVCO corr=""\0"">it</XVCO> so much.","We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and rock beaches, but we explored also the centre of Corfù town but I didn't like \0 so much. We went to discos and they were great, one of them is 54 dreamy nights which I enjoyed it so much.","We visited the most famous beaches, for example Pazuzu and others. The sea was amazing, we explored the sand and rocky beaches, but we also explored the centre of Corfù Town but I didn't like it so much. We went to discos and they were great, one of them is 54 Dreamy Nights which I enjoyed \0 so much."
941,8,student,student,"I would like to go on holiday <LSPR corr=""to"">in</LSPR> Greece, but not <LSPR corr=""to"">in</LSPR> Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan.","I would like to go on holiday in Greece, but not in Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan.","I would like to go on holiday to Greece, but not to Corfù. I would like to try Santorini, or Athens, because I like art.
		In the future I would like to go to Japan."
942,10,student,student,"<DMCC corr=""Now"">now</DMCC> let's try a role play.",now let's try a role play.,Now let's try a role play.
943,12,student,student,"<DMCC corr=""Can"">can</DMCC> you <XVCO corr=""explain to me"">explain me</XVCO> the situation?",can you explain me the situation?,Can you explain to me the situation?
944,14,student,student,"Yes of course, I never see a lot of people here. <Z corr=""What can I get you?"">What do you order?</Z>","Yes of course, I never see a lot of people here. What do you order?","Yes of course, I never see a lot of people here. What can I get you?"
945,16,student,student,"I always try different foods, for example <LSPR corr=""at"">in</LSPR> this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?","I always try different foods, for example in this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?","I always try different foods, for example at this time I take a cup of tea and a chocolate croissant.  Do you prefer chocolate or cream croissant?"
946,18,student,student,"I like <GA corr=""\0"">the</GA> green tea. I'm User, nice to meet you.
		What's your name and where are you from?","I like the green tea. I'm User, nice to meet you.
		What's your name and where are you from?","I like \0 green tea. I'm User, nice to meet you.
		What's your name and where are you from?"
947,20,student,student,"I'm from Ravenna, in Italy. I went to London because I <GVT corr=""wanted"">want</GVT> to see a <DMCC corr=""Champions League"">champions league</DMCC> match.
		I support Arsenal and tonight there is <GA corr=""an"">\0</GA> Arsenal-Barcelona <WM corr=""match"">\0</WM>. I'm a great fan of football. I <WO corr=""also support"">support also</WO> Fiorentina, it's a team that plays in Florence.","I'm from Ravenna, in Italy. I went to London because I want to see a champions league match.
		I support Arsenal and tonight there is \0 Arsenal-Barcelona \0. I'm a great fan of football. I support also Fiorentina, it's a team that plays in Florence.","I'm from Ravenna, in Italy. I went to London because I wanted to see a Champions League match.
		I support Arsenal and tonight there is an Arsenal-Barcelona match. I'm a great fan of football. I also support Fiorentina, it's a team that plays in Florence."
948,22,student,student,"I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I <GVT corr=""have seen"">saw</GVT> a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?","I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I saw a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?","I'll be at the Emirates Stadium tonight. It will be the match of the year. In my life I have seen a lot of Fiorentina's matches, this is my passion.
		How about you, do you support any team?"
949,24,student,student,"I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good <DMCA corr="""">lol</DMCA>, I prefer to watch <GNC corr=""my favourite team's games"">the games of my favourite team</GNC>, but also important <FS corr=""matches"">mtaches</FS>, like this one.","I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good lol, I prefer to watch the games of my favourite team, but also important mtaches, like this one.","I played football when I was young, but I stopped when I was 12 years old. Sometimes I play football with my friends but I'm not so good , I prefer to watch my favourite team's games, but also important matches, like this one."
950,0,student,student,"I'd like to start a role play activity with <FS corr=""you"">uìyou</FS> to improve my <DMCC corr=""English"">english</DMCC>",I'd like to start a role play activity with uìyou to improve my english,I'd like to start a role play activity with you to improve my English
951,2,student,student,"<FS corr=""Let's try"">Let'try</FS> to simulate a small talk at a party",Let'try to simulate a small talk at a party,Let's try to simulate a small talk at a party
952,4,student,student,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend
953,6,student,student,No and it absolutely bothers me!,No and it absolutely bothers me!,No and it absolutely bothers me!
954,8,student,student,"Well, my university course keeps me busy and also I have volleyball practice every evening","Well, my university course keeps me busy and also I have volleyball practice every evening","Well, my university course keeps me busy and also I have volleyball practice every evening"
955,10,student,student,"I'm attending the <LWCO corr=""International relations and diplomatic affairs"">INternational and Diplomatic Science</LWCO> Course at the <FS corr=""University"">Univeristy</FS> of Bologna but here <LSPR corr=""on"">in</LSPR> the campus of Forlì",I'm attending the INternational and Diplomatic Science Course at the Univeristy of Bologna but here in the campus of Forlì,I'm attending the International relations and diplomatic affairs Course at the University of Bologna but here on the campus of Forlì
956,12,student,student,"No, I'm quite interested in many of the <LWCO corr=""topics"">arguments</LWCO> that we're studying now but I do not have <GDI corr=""a"">any</GDI> favorite one","No, I'm quite interested in many of the arguments that we're studying now but I do not have any favorite one","No, I'm quite interested in many of the topics that we're studying now but I do not have a favorite one"
957,14,student,student,Just recently... I've played basketball for many years before,Just recently... I've played basketball for many years before,Just recently... I've played basketball for many years before
958,16,student,student,"Well they're obviously different, but some particular physical skills, like <GVNF corr=""jumping"">jump</GVNF> or similar, are really relevant for both","Well they're obviously different, but some particular physical skills, like jump or similar, are really relevant for both","Well they're obviously different, but some particular physical skills, like jumping or similar, are really relevant for both"
959,18,student,student,"Quickly, I' <GVAUX corr=""m"">\0</GVAUX> a champion!","Quickly, I'\0 a champion!","Quickly, I' m a champion!"
960,20,student,student,"Yes on the 25th of <DMCC corr=""December"">december</DMCC> we're facing our <GNN corr=""city rivals"">None</GNN> <FS corr=""city rival"">city-rival</FS>",Yes on the 25th of december we're facing our city-rival,Yes on the 25th of December we're facing our city rivals city rival
961,22,student,student,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays
962,24,student,student,"<DMCC corr=""The"">the</DMCC> role play activity <GVT corr=""has ended"">it's end</GVT>",the role play activity it's end,The role play activity has ended
963,26,student,student,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays
964,28,student,student,"Well, in my opinion, when we talk <LSPR corr=""about"">of</LSPR> holidays, I think mainly about the ones during the summer. In the last <GDT corr=""few"">\0</GDT> years I was not particularly excited about the upcoming <GPI corr=""ones"">\0</GPI> but lately, I'm becoming more and more interested in planning new <WM corr=""holidays"">\0</WM> for me and my friends and family.","Well, in my opinion, when we talk of holidays, I think mainly about the ones during the summer. In the last \0 years I was not particularly excited about the upcoming \0 but lately, I'm becoming more and more interested in planning new \0 for me and my friends and family.","Well, in my opinion, when we talk about holidays, I think mainly about the ones during the summer. In the last few years I was not particularly excited about the upcoming ones but lately, I'm becoming more and more interested in planning new holidays for me and my friends and family."
965,30,student,student,"With my father we're <FS corr=""planning"">plannign</FS> many trips in Eastern Europe. <Z corr=""There"">Here</Z>, the nature is <FS corr=""great"">greta</FS>, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about <GVN corr=""is"">are</GVN> very busy and full of activities: I do not know why people often avoid <GVNF corr=""visiting"">to visit</GVNF> these countries. They're awesome!","With my father we're plannign many trips in Eastern Europe. Here, the nature is greta, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about are very busy and full of activities: I do not know why people often avoid to visit these countries. They're awesome!","With my father we're planning many trips in Eastern Europe. There, the nature is great, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about is very busy and full of activities: I do not know why people often avoid visiting these countries. They're awesome!"
966,32,student,student,"The first place that comes to my mind that I absolutely want to visit is Romania <FS corr=""which"">whic</FS> is so underrated.",The first place that comes to my mind that I absolutely want to visit is Romania whic is so underrated.,The first place that comes to my mind that I absolutely want to visit is Romania which is so underrated.
967,0,student,student,"Hi, can I have a <FS corr=""conversation"">coversation</FS> in <DMCC corr=""English"">english</DMCC> with you?","Hi, can I have a coversation in english with you?","Hi, can I have a conversation in English with you?"
968,2,student,student,"I don’t <FS corr=""speak"">speck</FS> <DMCC corr=""English"">english</DMCC>, so Start with <GA corr=""a"">\0</GA> normal conversation","I don’t speck english, so Start with \0 normal conversation","I don’t speak English, so Start with a normal conversation"
969,4,student,student,"I’m fine <FS corr=""thank"">tank</FS> you, and you?","I’m fine tank you, and you?","I’m fine thank you, and you?"
970,6,student,student,University life?,University life?,University life?
971,8,student,student,"I’m currently in university, I’m <FS corr=""studying"">studing</FS> <FS corr=""mechanical"">meccanical</FS> <FS corr=""engineering"">egnegneering</FS>","I’m currently in university, I’m studing meccanical egnegneering","I’m currently in university, I’m studying mechanical engineering"
972,10,student,student,I don’t understand,I don’t understand,I don’t understand
973,12,student,student,"Yes I like studying <FS corr=""mechanical"">meccanical</FS> <FS corr=""engineering"">egnireeng</FS>, <LCLS corr=""but"">also</LCLS> it’s so difficult","Yes I like studying meccanical egnireeng, also it’s so difficult","Yes I like studying mechanical engineering, but it’s so difficult"
974,14,student,student,"The <GNN corr=""lessons"">lesson</GNN>, <GNN corr=""teachers"">teacher</GNN> are so <LSADV corr=""fast"">speedy</LSADV> and <FS corr=""sometimes"">some time</FS> <DMCC corr=""I"">i</DMCC> don’t <FS corr=""understand"">ipunderstend</FS> <GPI corr=""anything"">None</GPI> <FS corr=""nothing"">nothink</FS>","The lesson, teacher are so speedy and some time i don’t ipunderstend nothink","The lessons, teachers are so fast and sometimes I don’t understand anything nothing"
975,16,student,student,"No <DMCC corr=""I"">i</DMCC> take <GNN corr=""notes"">note</GNN> on <GPP corr=""my"">\0</GPP> iPad but <GPP corr=""it"">I</GPP> <GVAUX corr=""is"">\0</GVAUX> so hard for this reason",No i take note on \0 iPad but I \0 so hard for this reason,No I take notes on my iPad but it is so hard for this reason
976,18,student,student,"I <XVCO corr=""use “Appunti +” to"">use “</XVCO> take notes, if <DMCC corr=""Appunti"">appunti</DMCC> +” for <GNN corr=""teachers"">teacher</GNN> <FS corr=""go"">ho</FS> too <GDI corr=""\0"">much</GDI> fast <DMCC corr=""I"">i</DMCC> use the <GNN corr=""slides"">slide</GNN>","I use “appunti +” for take notes, if teacher ho too much fast i use the slide","I use “Appunti +” to take notes, if Appunti +” for teachers go too \0 fast I use the slides"
977,20,student,student,Now simulate a role play,Now simulate a role play,Now simulate a role play
978,22,student,student,"I have <FS corr=""no"">not</FS> idea <LSPR corr=""about"">to</LSPR> <GA corr=""the"">\0</GA> <FS corr=""basic"">basical</FS> role of <FS corr=""materials"">mats</FS>",I have not idea to \0 basical role of mats,I have no idea about the basic role of materials
979,24,student,student,Yes,Yes,Yes
980,26,student,student,"No what <GVN corr=""are"">is</GVN> <GA corr=""\0"">a</GA> <GNN corr=""bioplastics"">bioplastic</GNN>",No what is a bioplastic,No what are \0 bioplastics
981,28,student,student,"If bioplastics <GVN corr=""aren’t"">isn’t</GVN> so difficult to create yes",If bioplastics isn’t so difficult to create yes,If bioplastics aren’t so difficult to create yes
982,30,student,student,"Yes, <WO corr=""is it"">it’s</WO> more <FS corr=""expensive"">expesive</FS>?","Yes, it’s more expesive?","Yes, is it more expensive?"
983,32,student,student,"<GNN corr=""bioplastics"">None</GNN> can <FS corr=""bioplastic"">biopastic</FS> <LSV corr=""be"">take</LSV> <GVM corr=""used"">using</GVM> <WM corr=""instead"">\0</WM> of <FS corr=""normal"">normale</FS> plastic?",biopastic can take using \0 of normale plastic?,bioplastics can bioplastic be used instead of normal plastic?
984,34,student,student,Yes,Yes,Yes
985,36,student,student,"It ‘s <XVCO corr=""possible to use"">None</XVCO> <FS corr=""possible"">possibile</FS> use <GNN corr=""bioplastics"">bioplastic</GNN> in cross <GNN corr=""motorcycles"">None</GNN> <FS corr=""motorcycle"">motorcicle</FS>",It ‘s possibile use bioplastic in cross motorcicle,It ‘s possible to use possible use bioplastics in cross motorcycles motorcycle
986,38,student,student,Yes,Yes,Yes
987,40,student,student,"<WO corr=""Are bioplastics"">None</WO> <GNN corr=""Bioplastics"">Bioplastic</GNN> are <GADJCS corr=""stronger"">strong</GADJCS> than <GA corr=""\0"">a</GA> normal plastic?",Bioplastic are strong than a normal plastic?,Are bioplastics Bioplastics are stronger than \0 normal plastic?
988,42,student,student,I don’t understand,I don’t understand,I don’t understand
989,1,student,student,"<DMCC corr=""Hi"">hi</DMCC>, <DMCC corr=""I'm"">None</DMCC> user, <FS corr=""i'm"">im</FS> <DMCC corr=""I"">i</DMCC> <FS corr=""would"">wolud</FS> <XVCO corr=""like to ask"">None</XVCO> you <WM corr=""like"">\0</WM>ask <LSV corr=""?"">buy</LSV> <LSPR corr=""at"">in</LSPR> the <FS corr=""restaurant"">resturant</FS> for tomorrow","hi, im user, i wolud \0ask you buy in the resturant for tomorrow","Hi, I'm user, i'm I would like to ask you likeask ? at the restaurant for tomorrow"
990,3,student,student,"Can you <LWCO corr=""book"">prenoted</LWCO> the <FS corr=""restaurant"">resturant</FS>",Can you prenoted the resturant,Can you book the restaurant
991,5,student,student,"Can you <LSV corr=""help"">hope</LSV> me <XVPR corr=""to buy"">for buy</XVPR> the ticket for the train to Milan",Can you hope me for buy the ticket for the train to Milan,Can you help me to buy the ticket for the train to Milan
992,7,student,student,"<LSV corr=""Can"">Do</LSV> you <WO corr=""role play"">play role</WO> with me?",Do you play role with me?,Can you role play with me?
993,9,student,student,"I think that we are <FS corr=""going"">goint</FS> to the park for a walk",I think that we are goint to the park for a walk,I think that we are going to the park for a walk
994,11,student,student,"I would like to read the book and <FS corr=""would"">wuld</FS> <WM corr=""like"">\0</WM> <GA corr=""\0"">the</GA> ice cream, and what <FS corr=""would"">yould</FS> you like to do?","I would like to read the book and wuld \0 the ice cream, and what yould you like to do?","I would like to read the book and would like \0 ice cream, and what would you like to do?"
995,13,student,student,"I <GVAUX corr=""am"">\0</GVAUX> playing <WR corr=""\0"">the </WR>football and in the <FS corr=""afternoon"">afteernon</FS> I <XVPR corr=""go for"">None</XVPR> a swim, do you <FS corr=""go"">got</FS> <XVPR corr=""want to"">None</XVPR> <GVAUX corr=""want"">\0</GVAUX> <FS corr=""go"">got</FS> with me","I \0 playing the football and in the afteernon I got  a swim, do you \0  got with me","I am playing \0football and in the afternoon I go for a swim, do you go want to want go with me"
996,15,student,student,"<DMCC corr=""Yes"">yes</DMCC> of course, <DMCC corr=""I"">i</DMCC> would like <GVNF corr=""to go"">going</GVNF> to the sushi <FS corr=""restaurant"">resturant</FS>, <DMCC corr=""I"">i</DMCC> love it. What do you <LSV corr=""want"">go</LSV> for <GA corr=""\0"">the</GA> dinner, do you like it?","yes of course, i would like going to the sushi resturant, i love it. What do you go for the dinner, do you like it?","Yes of course, I would like to go to the sushi restaurant, I love it. What do you want for \0 dinner, do you like it?"
997,17,student,student,"<DMCC corr=""No"">no</DMCC> <GPP corr=""I"">\0</GPP> couldn't, I <GVAUX corr=""would"">\0</GVAUX> prefer <GVNF corr=""to go"">going</GVNF> to the cinema, because <GVAUX corr=""I"">I'm</GVAUX> <GVT corr=""would have eaten"">eat</GVT> very much","no \0 couldn't, I \0 prefer going to the cinema, because I'm eat very much","No I couldn't, I would prefer to go to the cinema, because I would have eaten very much"
998,19,student,student,"I <LSADV corr=""really"">very</LSADV> like <GVNF corr=""to see"">see</GVNF> <GA corr=""\0"">the</GA> post <FS corr=""apocalyptic"">apocaliticz</FS> <GNN corr=""films"">film</GNN>, with <GNN corr=""zombies"">None</GNN> and <FS corr=""zombie"">zoombie</FS> <GNN corr=""viruses"">virus</GNN>","I very like see the post apocaliticz film, with zoombie and virus","I really like to see \0 post apocalyptic films, with zombies and zombie viruses"
999,21,student,student,"<GPP corr=""I"">\0</GPP> <XVCO corr=""like to"">like </XVCO> <LSV corr=""watch"">see</LSV> the Walking Dead, it is my favourite <LWCO corr=""TV series"">serie tv</LWCO>. Do you like <Z corr=""this kind of TV series?"">kind</Z>","\0 like  see the Walking Dead, it is my favourite serie tv. Do you like kind","I like to watch the Walking Dead, it is my favourite TV series. Do you like this kind of TV series?"
1000,23,student,student,"What do you think of <GA corr=""\0"">the</GA> sport?",What do you think of the sport?,What do you think of \0 sport?
1001,25,student,student,"<DMCC corr=""When"">when</DMCC> I <WM corr=""make"">\0</WM> <GA corr=""a"">\0</GA> mistake, <WO corr=""can you"">you can</WO> <LWCO corr=""correct"">correge</LWCO> me?","when I \0 \0 mistake, you can correge me?","When I make a mistake, can you correct me?"
1002,27,student,student,"What do you <XVPR corr=""think about"">think</XVPR> <GA corr=""\0"">tha</GA> <WO corr=""climate change"">change climate</WO>",What do you think tha change climate,What do you think about \0 climate change
1003,29,student,student,"<Z corr=""Why is it according to you"">None</Z> <CSINTRA corr=""according to you"">secondo te</CSINTRA> why <QM corr=""?"">\0</QM>",secondo te why\0,Why is it according to you according to you why ?
1004,31,student,student,"What <GVAUX corr=""can"">are</GVAUX> <GPP corr=""we"">\0</GPP> <FS corr=""do"">go</FS> for the planet <QM corr=""?"">\0</QM>",What are \0 go for the planet\0,What can we do for the planet ?
1005,33,student,student,"<LSPR corr=""In"">For</LSPR> your opinion, <GPR corr=""what"">\0</GPR> can <GPP corr=""we"">\0</GPP> do to help the planet <QM corr=""?"">\0</QM>","For your opinion, \0 can \0 do to help the planet\0","In your opinion, what can we do to help the planet ?"
1006,35,student,student,"<CSINTRA corr=""How do you say general waste?"">Come si dice raccolta indiferenziata</CSINTRA>",Come si dice raccolta indiferenziata,How do you say general waste?
1007,37,student,student,"I <WO corr=""sort waste"">waste </WO> for the planet, and I walk <GVNF corr=""sort"">sorting</GVNF> <WR corr=""\0"">for</WR> <GVAUX corr=""\0"">don't</GVAUX> <XPRCO corr=""instead of using"">None</XPRCO> the car <XADVPR corr=""instead of"">None</XADVPR> use <WM corr=""instead"">\0</WM>","I waste sorting  for the planet, and I walk for don't \0 use the car","I sort waste for the planet, and I walk sort \0 \0 instead of using the car instead of use instead"
1008,39,student,student,"<LSPR corr=""In"">For</LSPR> <GA corr=""\0"">the</GA> <GDO corr=""your"">\0</GDO> opinion, <WO corr=""can we"">we can</WO> save the planet or <GVT corr=""will"">\0</GVT> the planet break down?","For the \0 opinion, we can save the planet or \0 the planet break down?","In \0 your opinion, can we save the planet or will the planet break down?"
1009,0,student,student,"Hello, I'm User ad <DMCC corr=""I"">i</DMCC> am twenty-four years old.","Hello, I'm User ad i am twenty-four years old.","Hello, I'm User ad I am twenty-four years old."
1010,2,student,student,"<DMCC corr=""I"">i</DMCC> <XVCO corr=""would like to speak"">None</XVCO> with you about my <DMCC corr=""would"">woud</DMCC> speak <GNC corr=""university life"">university's life</GNC>.",i woud speak with you about my university's life.,I would like to speak with you about my would speak university life.
1011,4,student,student,"Last year <DMCC corr=""I"">i</DMCC> <GVT corr=""passed"">had </GVT> the test in Macerata and <LWCO corr=""passed"">superate</LWCO> <DMCC corr=""I"">i</DMCC> <GVAUX corr=""have to"">must</GVAUX> <Z corr=""attend"">go</Z> <LSADV corr=""there"">here</LSADV> because <DMCC corr=""I"">i</DMCC> have <LWCO corr=""classes"">lessons</LWCO>",Last year i had superate the test in Macerata and i must go here because i have lessons,Last year I passed the test in Macerata and passed I have to attend there because I have classes
1012,6,student,student,"<DMCC corr=""I"">i</DMCC> am very happy now. <LCS corr=""Before this"">Before</LCS> <DMCC corr=""I"">i</DMCC> <LSV corr=""lived"">stayed</LSV> in Andria and <DMCC corr=""I"">i</DMCC> have <GA corr=""a"">\0</GA> degree in <LWCO corr=""Education Sciences"">science of education</LWCO>",i am very happy now. Before i stayed in Andria and i have \0 degree in science of education,I am very happy now. Before this I lived in Andria and I have a degree in Education Sciences
1013,8,student,student,"<DMCC corr=""I"">i</DMCC> <XVCO corr=""would like to be"">would be</XVCO> <GA corr=""a"">\0</GA> <LWCO corr=""primary school teacher"">teacher of primary school</LWCO> <LSPR corr=""like"">as</LSPR> my mother.",i would be \0 teacher of primary school as my mother.,I would like to be a primary school teacher like my mother.
1014,10,student,student,"<DMCC corr=""I"">i</DMCC> hope that this dream <GVN corr=""becomes"">None</GVN> reality <GVT corr=""become"">became</GVT>",i hope that this dream became reality,I hope that this dream becomes reality become
1015,12,student,student,"What <GVAUX corr=""do"">\0</GVAUX> <GPP corr=""you"">\0</GPP> <XVCO corr=""suggest to me"">suggest me</XVCO> <XVCO corr=""to pass"">for pass</XVCO> my exams in the best way?",What \0 \0 suggest me for pass my exams in the best way?,What do you suggest to me to pass my exams in the best way?
1016,14,student,student,"<DMCC corr=""Hello"">hello</DMCC>, <WO corr=""I would like to do a role play with you today"">today </WO> <DMCC corr=""I"">i</DMCC> <XVCO corr=""would like to do"">would do</XVCO> a role play with you","hello, today i would do a role play with you","Hello, I would like to do a role play with you today I would like to do a role play with you"
1017,16,student,student,"<DMCC corr=""You"">you</DMCC> are the <LP corr=""ticket seller"">None</LP> and <GNC corr=""ticket man"">ticket's man</GNC> <DMCC corr=""I"">i</DMCC> <LP corr=""come to you"">go with  you</LP> <XVCO corr=""to buy"">for buy</XVCO> <GA corr=""a"">the</GA> ticket",you are the ticket's man and i go with  you for buy the ticket,You are the ticket seller and ticket man I come to you to buy a ticket
1018,18,student,student,"<DMCC corr=""Beautiful"">beautiful</DMCC>, but <DMCC corr=""I"">i</DMCC> don't have <Z corr=""?"">None</Z> and you <LWCO corr=""exactly"">esactually</LWCO> money <GVAUX corr=""don't have"">haven't</GVAUX> the <LSADJ corr=""right"">None</LSADJ> <FS corr=""correct"">correst</FS> <LWCO corr=""change"">rest</LWCO>","beautiful, but i don't have esactually money and you haven't the correst rest","Beautiful, but I don't have ? and you exactly money don't have the right correct change"
1019,20,student,student,"<DMCC corr=""And"">and</DMCC> what do you do if the online <FS corr=""payment"">payament</FS> is <LSV corr=""not working"">broken</LSV>.",and what do you do if the online payament is broken.,And what do you do if the online payment is not working.
